ID	Language_name	Language_ID	Parameter_name	Parameter_ID	Value	Form	Segments	Motivation_structure	Source	Comment
7197	Old_Burmese	oldb1235	short	1645		tuiv	t ə w		Okell1971,Luce1985,Nishi1999	
3102	Bola	pela1242	to pull	1455	ʃɛ⁵⁵  | 1568.32	ʃɛ⁵⁵	ʃ ɛ ⁵⁵	pull	Huang1992,Matisoff2015	
7199	Old_Burmese	oldb1235	shy	487		rhak	r̥ a k		Okell1971,Luce1985,Nishi1999	
3104	Maru	maru1249	to pull	1455	ʃɛ³¹  | 1568.31	ʃɛ³¹	ʃ ɛ ³¹		Huang1992,Matisoff2015	
3105	Xiandao	xian1249	to pull	1455	ʂa⁵⁵  | 1568.29	ʂa⁵⁵	ʂ a ⁵⁵		Huang1992,Matisoff2015	
7203	Old_Burmese	oldb1235	small	1246		ṅay	ŋ a j	small-young	Okell1971,Luce1985,Nishi1999	small-young
7205	Old_Burmese	oldb1235	smooth	1234		pyo₂ʔ	p j ʊ ⁵³	smooth-soft	Okell1971,Luce1985,Nishi1999	
7207	Old_Burmese	oldb1235	soft	1856		pyo₂ʔ	p j ʊ ⁵³	smooth-soft	Okell1971,Luce1985,Nishi1999	
7209	Old_Burmese	oldb1235	straight	1404		phro₂ṅʔ	pʰ r ʊ ŋ ⁵³		Okell1971,Luce1985,Nishi1999	
7211	Old_Burmese	oldb1235	ten	1515		ta◦chay	t a + tsʰ a j	one ten	Okell1971,Luce1985,Nishi1999	
7213	Old_Burmese	oldb1235	that	78		thuiv	tʰ ə w		Okell1971,Luce1985,Nishi1999	
7215	Old_Burmese	oldb1235	the ant	587		pu◦ro₁k◦chip	p u + r o k + tsʰ i p	insect leaf ?	Okell1971,Luce1985,Nishi1999	
7217	Old_Burmese	oldb1235	the armpit	1886		khyo₁ṅḥ	kʰ j o ŋ ⁵⁵		Okell1971,Luce1985,Nishi1999	
7219	Old_Burmese	oldb1235	the bamboo	1927		vāḥ	w a ⁵⁵	bamboo	Okell1971,Luce1985,Nishi1999	
7221	Old_Burmese	oldb1235	the belly	1251		puik	p ə k		Okell1971,Luce1985,Nishi1999	
7223	Old_Burmese	oldb1235	the bird	937		ṅhak	ŋ̊ a k		Okell1971,Luce1985,Nishi1999	
7225	Old_Burmese	oldb1235	the blood	946		suyḥ	s u j ⁵⁵		Okell1971,Luce1985,Nishi1999	
7227	Old_Burmese	oldb1235	the body hair (hair or fur)	189		muyḥ	m u j ⁵⁵	body-hair	Okell1971,Luce1985,Nishi1999	
7229	Old_Burmese	oldb1235	the bone	1394		ruiwḥ	r ə w ⁵⁵		Okell1971,Luce1985,Nishi1999	
7231	Old_Burmese	oldb1235	the branch	1531		a◦khak	a + kʰ a k	a-prefix branch	Okell1971,Luce1985,Nishi1999	
7233	Old_Burmese	oldb1235	the breast (female)	1402		nuivʔ	n ə w ⁵³	breast-milk	Okell1971,Luce1985,Nishi1999	
7235	Old_Burmese	oldb1235	the cloud	1489		tim	t i m	cloud	Okell1971,Luce1985,Nishi1999	
7237	Old_Burmese	oldb1235	the daughter	1357		sa◦mīḥ	s a + m i ⁵⁵	child female	Okell1971,Luce1985,Nishi1999	
7239	Old_Burmese	oldb1235	the dew	1977		nhaṅḥ	n̥ a ŋ ⁵⁵	icy-thing	Okell1971,Luce1985,Nishi1999	
7241	Old_Burmese	oldb1235	the dog	2009		khuyḥ	kʰ u j ⁵⁵	dog	Okell1971,Luce1985,Nishi1999	
3146	Atsi	zaiw1240	to push	1452	tʃu̱n²¹  | 1689.30	tʃu̱n²¹	tʃ ṵ n ²¹	push	Huang1992,Matisoff2015	
7243	Old_Burmese	oldb1235	the dream	2374		ip◦mak	i p + m a k	sleep dream	Okell1971,Luce1985,Nishi1999	
3148	Bola	pela1242	to push	1452	tʃɔ̱n³⁵  | 1689.32	tʃɔ̱n³⁵	tʃ ɔ̰ n ³⁵	push	Huang1992,Matisoff2015	
7245	Old_Burmese	oldb1235	the dust	2		phun	pʰ u n		Okell1971,Luce1985,Nishi1999	
3150	Lashi	lash1242	to push	1452	tuːn³³  | 1689.33	tuːn³³	t uː n ³³	throw	Huang1992,Matisoff2015	
7247	Old_Burmese	oldb1235	the ear	1247		nāḥ◦ro₁k	n a ⁵⁵ + r o k	ear leaf	Okell1971,Luce1985,Nishi1999	
3153	Xiandao	xian1249	to push	1452	tun³¹  | 1689.29	tun³¹	t u n ³¹		Huang1992,Matisoff2015	
7251	Old_Burmese	oldb1235	the egg	744		u	u		Okell1971,Luce1985,Nishi1999	
7253	Old_Burmese	oldb1235	the eye	1248		myak	m j a k		Okell1971,Luce1985,Nishi1999	
7255	Old_Burmese	oldb1235	the father	1217		a◦phiy	a + pʰ i j	a-prefix father	Okell1971,Luce1985,Nishi1999	
7257	Old_Burmese	oldb1235	the feather	1201		a◦muyḥ	a + m u j ⁵⁵	a-prefix body-hair	Okell1971,Luce1985,Nishi1999	
7259	Old_Burmese	oldb1235	the fire	221		mīḥ	m i ⁵⁵	fire	Okell1971,Luce1985,Nishi1999	
7261	Old_Burmese	oldb1235	the fish	227		ṅāḥ	ŋ a ⁵⁵	fish	Okell1971,Luce1985,Nishi1999	
7263	Old_Burmese	oldb1235	the flea	232		lhiyḥ	l̥ i j ⁵⁵		Okell1971,Luce1985,Nishi1999	
7265	Old_Burmese	oldb1235	the flower	239		a◦po₁ṅʔ	a + p o ŋ ⁵³	a-prefix flower	Okell1971,Luce1985,Nishi1999	
7267	Old_Burmese	oldb1235	the fog	249		nhaṅḥ	n̥ a ŋ ⁵⁵	icy-thing	Okell1971,Luce1985,Nishi1999	
4470	Atsi	zaiw1240	this	1214	xji⁵¹  | 0942.30	xji⁵¹	x j i ⁵¹	this	Huang1992,Matisoff2015	
7271	Old_Burmese	oldb1235	the fox	1312		mriy◦khuyḥ	m r i j + kʰ u j ⁵⁵	ground dog	Okell1971,Luce1985,Nishi1999	
7273	Old_Burmese	oldb1235	the frog	503		phāḥ	pʰ a ⁵⁵		Okell1971,Luce1985,Nishi1999	
7276	Old_Burmese	oldb1235	the frost	2034		nhaṅḥ	n̥ a ŋ ⁵⁵	icy-thing	Okell1971,Luce1985,Nishi1999	
7278	Old_Burmese	oldb1235	the fruit	1507		sac◦sīḥ	s a ts + s i ⁵⁵	tree fruit	Okell1971,Luce1985,Nishi1999	
7280	Old_Burmese	oldb1235	the goat	1502		chit	tsʰ i t		Okell1971,Luce1985,Nishi1999	
7282	Old_Burmese	oldb1235	the grass	606		mrak	m r a k		Okell1971,Luce1985,Nishi1999	
7284	Old_Burmese	oldb1235	the hail	609		muivḥ◦sīḥ	m ə w ⁵⁵ + s i ⁵⁵	sky fruit	Okell1971,Luce1985,Nishi1999	
7286	Old_Burmese	oldb1235	the hair (of the head)	1040		chaṃ	tsʰ a m		Okell1971,Luce1985,Nishi1999	
7288	Old_Burmese	oldb1235	the hand	1277		lak	l a k	hand	Okell1971,Luce1985,Nishi1999	
4628	Maru	maru1249	the tooth (front)	1380	tsɔi³¹  | 0137.31	tsɔi³¹	ts ɔ i ³¹		Huang1992,Matisoff2015	
7290	Old_Burmese	oldb1235	the head	1256		kho₂ṅḥ	kʰ ʊ ŋ ⁵⁵		Okell1971,Luce1985,Nishi1999	
7292	Old_Burmese	oldb1235	the heart	1223		nha◦luṃḥ	n̥ a + l u m ⁵⁵	heart round	Okell1971,Luce1985,Nishi1999	
7294	Old_Burmese	oldb1235	the hoof	152		khō₁	kʰ o ²²		Okell1971,Luce1985,Nishi1999	
7296	Old_Burmese	oldb1235	the horn (keratinized skin)	1393		khyuiw	kʰ j ə w	horn	Okell1971,Luce1985,Nishi1999	
7298	Old_Burmese	oldb1235	the horse	615		mraṅḥ	m r a ŋ ⁵⁵		Okell1971,Luce1985,Nishi1999	
7300	Old_Burmese	oldb1235	the house	1252		im	i m		Okell1971,Luce1985,Nishi1999	
534	Xiandao	xian1249	the branch	1531	ʂɯk⁵⁵ xɔʔ⁵⁵  | 0374.29	ʂɯk⁵⁵xɔʔ⁵⁵	ʂ ɯ k ⁵⁵ + x ɔ ʔ ⁵⁵	tree branch	Huang1992,Matisoff2015	
7302	Old_Burmese	oldb1235	the husband	1200		laṅ	l a ŋ		Okell1971,Luce1985,Nishi1999	
7304	Old_Burmese	oldb1235	the ice	617		riy◦khai	r i j + kʰ aj	water frozen	Okell1971,Luce1985,Nishi1999	
7306	Old_Burmese	oldb1235	the knee	1371		pu◦chac	p u + tsʰ a ts	knee-1 joint	Okell1971,Luce1985,Nishi1999	
8563	Atsi	zaiw1240	the leaf	2250		a²¹◦xaʔ⁵⁵	a ²¹ + x a ʔ ⁵⁵	a-prefix leaf	Huang1992,Matisoff2015	
7308	Old_Burmese	oldb1235	the knee	1371		dūḥ	d u ⁵⁵	knee-2	Okell1971,Luce1985,Nishi1999	
7310	Old_Burmese	oldb1235	the lake	624		kan	k a n	lake	Okell1971,Luce1985,Nishi1999	
7312	Old_Burmese	oldb1235	the leaf	2250		a◦ro₁k	a + r o k	a-prefix leaf	Okell1971,Luce1985,Nishi1999	
7314	Old_Burmese	oldb1235	the lip (the lips)	478		nhut	n̥ u t	mouth-lips	Okell1971,Luce1985,Nishi1999	
7316	Old_Burmese	oldb1235	the liver	1224		a◦sañḥ	a + s a nʲ ⁵⁵	a-prefix liver	Okell1971,Luce1985,Nishi1999	
7318	Old_Burmese	oldb1235	the louse	1392		sanḥ	s a n ⁵⁵		Okell1971,Luce1985,Nishi1999	
7320	Old_Burmese	oldb1235	the lung	688		a◦chut	a + tsʰ u t	a-prefix lung	Okell1971,Luce1985,Nishi1999	
7322	Old_Burmese	oldb1235	the meat	634		a◦sāḥ	a + s a ⁵⁵	a-prefix meat	Okell1971,Luce1985,Nishi1999	
7324	Old_Burmese	oldb1235	the moon	1313		laʔ	l a ⁵³		Okell1971,Luce1985,Nishi1999	
7326	Old_Burmese	oldb1235	the mosquito	1509		khraṅ	kʰ r a ŋ		Okell1971,Luce1985,Nishi1999	
7365	Old_Burmese	oldb1235	the rope	1218		kruivḥ	k r ə w ⁵⁵		Okell1971,Luce1985,Nishi1999	
7328	Old_Burmese	oldb1235	the mother	1216		a◦miy	a + m i j	a-prefix mother	Okell1971,Luce1985,Nishi1999	
7330	Old_Burmese	oldb1235	the mountain	639		to₂ṅ	t ʊ ŋ	mountain	Okell1971,Luce1985,Nishi1999	
3236	Achang_Longchuan	long1373	the rain	658	mau³¹ ʐo⁵⁵  | 0010.28	mau³¹ʐo⁵⁵	m a u ³¹ + ʐ o ⁵⁵	sky rain	Huang1992,Matisoff2015	
7334	Old_Burmese	oldb1235	the mouth	674		pāḥ◦cap	p a ⁵⁵ + ts a p	cheek mouth	Okell1971,Luce1985,Nishi1999	
3239	Atsi	zaiw1240	the rain	658	mau²¹  | 0010.30	mau²¹	m a u ²¹	sky-rain	Huang1992,Matisoff2015	
7336	Old_Burmese	oldb1235	the mouth	674		nhut	n̥ u t	mouth-lips	Okell1971,Luce1985,Nishi1999	
3242	Bola	pela1242	the rain	658	mau³¹ ɣɔ⁵⁵  | 0010.32	mau³¹ɣɔ⁵⁵	m a u ³¹ + ɣ ɔ ⁵⁵	sky-1 rain	Huang1992,Matisoff2015	
7339	Old_Burmese	oldb1235	the nail (fingernail or claw)	2128		lak◦sañḥ	l a k + s a nʲ ⁵⁵	hand claw	Okell1971,Luce1985,Nishi1999	
7341	Old_Burmese	oldb1235	the name	1405		a◦mañ	a + m a nʲ	a-prefix name	Okell1971,Luce1985,Nishi1999	
3246	Lashi	lash1242	the rain	658	mou³³ wɔ³¹  | 0010.33	mou³³wɔ³¹	m o u ³³ + w ɔ ³¹	sky rain	Huang1992,Matisoff2015	
7343	Old_Burmese	oldb1235	the neck	1333		lañ	l a nʲ	neck	Okell1971,Luce1985,Nishi1999	
3248	Maru	maru1249	the rain	658	muk⁵⁵  | 0010.31	muk⁵⁵	m u k ⁵⁵	sky	Huang1992,Matisoff2015	
7345	Old_Burmese	oldb1235	the needle (for sewing)	1382		ap	a p		Okell1971,Luce1985,Nishi1999	
3250	Xiandao	xian1249	the rain	658	mau³¹ ʐo⁵⁵  | 0010.29	mau³¹ʐo⁵⁵	m a u ³¹ + ʐ o ⁵⁵	sky rain	Huang1992,Matisoff2015	
7347	Old_Burmese	oldb1235	the nose	1221		nhā	n̥ a ²²		Okell1971,Luce1985,Nishi1999	
7349	Old_Burmese	oldb1235	the otter	15		phyaṃ	pʰ j a m		Okell1971,Luce1985,Nishi1999	
7351	Old_Burmese	oldb1235	the pig	1337		vak	w a k		Okell1971,Luce1985,Nishi1999	
7353	Old_Burmese	oldb1235	the rain	658		ro₁	r o		Okell1971,Luce1985,Nishi1999	
7355	Old_Burmese	oldb1235	the rainbow	1733		sak◦taṃ	s a k + t a m		Okell1971,Luce1985,Nishi1999	
7357	Old_Burmese	oldb1235	the rice plant	2026		ko₂k	k ʊ k	rice plant	Okell1971,Luce1985,Nishi1999	
7359	Old_Burmese	oldb1235	the river	666		mlac	m l a ts		Okell1971,Luce1985,Nishi1999	
7361	Old_Burmese	oldb1235	the road	667		lamḥ	l a m ⁵⁵		Okell1971,Luce1985,Nishi1999	
7363	Old_Burmese	oldb1235	the root	670		mryat	m r j a t		Okell1971,Luce1985,Nishi1999	
7201	Old_Burmese	oldb1235	six	1703		khro₂k	kʰ r ʊ k	six	Okell1971,Luce1985,Nishi1999	
7367	Old_Burmese	oldb1235	the salt	1274		chāḥ	tsʰ a ⁵⁵		Okell1971,Luce1985,Nishi1999	
7369	Old_Burmese	oldb1235	the sand	671		sai	s aj		Okell1971,Luce1985,Nishi1999	
7371	Old_Burmese	oldb1235	the sea	1474		paṅ◦lay	p a ŋ + l a j	sea-1 sea-2	Okell1971,Luce1985,Nishi1999	
7373	Old_Burmese	oldb1235	the seed	714		myuivḥ◦ciyʔ	m j ə w ⁵⁵ + ts i j ⁵³		Okell1971,Luce1985,Nishi1999	
7375	Old_Burmese	oldb1235	the sheep	1331		suivḥ	s ə w ⁵⁵		Okell1971,Luce1985,Nishi1999	
7377	Old_Burmese	oldb1235	the shoulder	1482		pa◦khuṃḥ	p a + kʰ u m ⁵⁵		Okell1971,Luce1985,Nishi1999	
7379	Old_Burmese	oldb1235	the skin	763		a◦riy	a + r i j	a-prefix skin	Okell1971,Luce1985,Nishi1999	
5498	Rangoon	nucl1310	high / tall	1265		mjĩ⁵³	m j ĩ ∼ ⁵³	high	Huang1992,Matisoff2015	
3285	Bola	pela1242	red	156	nɛ⁵⁵  | 1007.32	nɛ⁵⁵	n ɛ ⁵⁵	red	Huang1992,Matisoff2015	
7383	Old_Burmese	oldb1235	the smoke	778		khuivḥ	kʰ ə w ⁵⁵	smoke	Okell1971,Luce1985,Nishi1999	
3289	Lashi	lash1242	red	156	nɛː³¹  | 1007.33	nɛː³¹	n ɛː ³¹	red	Huang1992,Matisoff2015	
3291	Maru	maru1249	red	156	nɛ³¹  | 1007.31	nɛ³¹	n ɛ ³¹	red	Huang1992,Matisoff2015	
3292	Xiandao	xian1249	red	156	na⁵⁵  | 1007.29	na⁵⁵	n a ⁵⁵	red	Huang1992,Matisoff2015	
7389	Old_Burmese	oldb1235	the son	1620		sāḥ	s a ⁵⁵	child	Okell1971,Luce1985,Nishi1999	
7392	Old_Burmese	oldb1235	the spider	843		paṅʔ◦kū	p a ŋ ⁵³ + k u ²²		Okell1971,Luce1985,Nishi1999	
7394	Old_Burmese	oldb1235	the star	1430		kray	k r a j		Okell1971,Luce1985,Nishi1999	
7396	Old_Burmese	oldb1235	the stick	1295		tut	t u t		Okell1971,Luce1985,Nishi1999	
3302	Bola	pela1242	to reside (live)	1099	ŋji⁵⁵  | 1452.32	ŋji⁵⁵	ŋ j i ⁵⁵	reside-live	Huang1992,Matisoff2015	
3281	Achang_Longchuan	long1373	red	156	na⁵⁵  | 1007.28	na⁵⁵	n a ⁵⁵	red	Huang1992,Matisoff2015	
3304	Lashi	lash1242	to reside (live)	1099	luːŋ⁵⁵  | 1452.33	luːŋ⁵⁵	l uː ŋ ⁵⁵		Huang1992,Matisoff2015	
3305	Maru	maru1249	to reside (live)	1099	na³¹  | 1452.31	na³¹	n a ³¹	reside	Huang1992,Matisoff2015	
551	Maru	maru1249	the breast (female)	1402	nuk⁵⁵  | 0094.31	nuk⁵⁵	n u k ⁵⁵	milk-breast	Huang1992,Matisoff2015	
7405	Old_Burmese	oldb1235	the tiger	846		klāḥ	k l a ⁵⁵		Okell1971,Luce1985,Nishi1999	
3310	Achang_Longchuan	long1373	the rice plant	2026	tshen⁵⁵  | 0439.28	tshen⁵⁵	tsʰ e n ⁵⁵	rice-plant	Huang1992,Matisoff2015	
7407	Old_Burmese	oldb1235	the tongue	1205		lhyā	l̥ j a ²²		Okell1971,Luce1985,Nishi1999	
3312	Bola	pela1242	the rice plant	2026	tʃhɔn⁵⁵  | 0439.32	tʃhɔn⁵⁵	tʃʰ ɔ n ⁵⁵	rice-plan	Huang1992,Matisoff2015	
3313	Lashi	lash1242	the rice plant	2026	tʃhɛn³³  | 0439.33	tʃhɛn³³	tʃʰ ɛ n ³³	rice-plant	Huang1992,Matisoff2015	
7410	Old_Burmese	oldb1235	the tree	906		sac◦paṅ	s a ts + p a ŋ	tree long-thing	Okell1971,Luce1985,Nishi1999	
3283	Atsi	zaiw1240	red	156	ne⁵¹  | 1007.30	ne⁵¹	n e ⁵¹	red	Huang1992,Matisoff2015	
7412	Old_Burmese	oldb1235	the water	948		riy	r i j	water	Okell1971,Luce1985,Nishi1999	
7415	Old_Burmese	oldb1235	the wind	960		liy	l i j		Okell1971,Luce1985,Nishi1999	
7417	Old_Burmese	oldb1235	the wing	1257		to₂ṅ◦paṁ	t ʊ ŋ + p a m	wing-1 wing-2	Okell1971,Luce1985,Nishi1999	
7420	Old_Burmese	oldb1235	the wood (material)	1803		sac	s a ts	tree	Okell1971,Luce1985,Nishi1999	
7422	Old_Burmese	oldb1235	the year	1226		a◦nhac	a + n̥ a ts	a-prefix year	Okell1971,Luce1985,Nishi1999	
7381	Old_Burmese	oldb1235	the sky	1732		muivḥ	m ə w ⁵⁵	sky	Okell1971,Luce1985,Nishi1999	
7424	Old_Burmese	oldb1235	thick	1244		tup	t u p	thick	Okell1971,Luce1985,Nishi1999	
7428	Old_Burmese	oldb1235	this	1214		sañ	s a nʲ	this	Okell1971,Luce1985,Nishi1999	
3334	Achang_Longchuan	long1373	correct (right)	1725	tsɿ⁵⁵  | 1045.28	tsɿ⁵⁵	ts ɿ ⁵⁵	correct	Huang1992,Matisoff2015	
7432	Old_Burmese	oldb1235	three	492		suṃḥ	s u m ⁵⁵		Okell1971,Luce1985,Nishi1999	
3337	Atsi	zaiw1240	correct (right)	1725	tʃo²¹  | 1045.30	tʃo²¹	tʃ o ²¹	correct	Huang1992,Matisoff2015	
7434	Old_Burmese	oldb1235	to be alive	1422		hiyʔ	h i j ⁵³		Okell1971,Luce1985,Nishi1999	
7435	Old_Burmese	oldb1235	to bite	1403		kuik	k ə k	bite	Okell1971,Luce1985,Nishi1999	
7437	Old_Burmese	oldb1235	to blow (of wind)	175		tuik	t ə k		Okell1971,Luce1985,Nishi1999	
3342	Lashi	lash1242	correct (right)	1725	kɛː³¹  | 1045.33	kɛː³¹	k ɛː ³¹	correct	Huang1992,Matisoff2015	
7439	Old_Burmese	oldb1235	to burn [intransitive]	1428		lo₂ṅ	l ʊ ŋ	burn	Okell1971,Luce1985,Nishi1999	
3344	Xiandao	xian1249	correct (right)	1725	cɛ⁵⁵  | 1045.29	cɛ⁵⁵	c ɛ ⁵⁵	good	Huang1992,Matisoff2015	
7441	Old_Burmese	oldb1235	to buy	1869		vay	w a j		Okell1971,Luce1985,Nishi1999	
7443	Old_Burmese	oldb1235	to chew	321		vāḥ	w a ⁵⁵	chew	Okell1971,Luce1985,Nishi1999	
7445	Old_Burmese	oldb1235	to come	1446		lā	l a ²²		Okell1971,Luce1985,Nishi1999	
1241	Achang_Longchuan	long1373	far	1406	ve³¹  | 0974.28	ve³¹	v e ³¹	far	Huang1992,Matisoff2015	
7449	Old_Burmese	oldb1235	to count	1420		tiyḥ	t i j ⁵⁵	count-2	Okell1971,Luce1985,Nishi1999	
7451	Old_Burmese	oldb1235	to cry (weep)	1420		ṅuiv	ŋ ə w		Okell1971,Luce1985,Nishi1999	
7453	Old_Burmese	oldb1235	to die	1494		siy	s i j		Okell1971,Luce1985,Nishi1999	
7455	Old_Burmese	oldb1235	to dig	1418		thūḥ	tʰ u ⁵⁵		Okell1971,Luce1985,Nishi1999	
7457	Old_Burmese	oldb1235	to drink	1401		so₂k	s ʊ k		Okell1971,Luce1985,Nishi1999	
1243	Atsi	zaiw1240	far	1406	ve²¹  | 0974.30	ve²¹	v e ²¹	far	Huang1992,Matisoff2015	
3365	Achang_Longchuan	long1373	the river	666	tʂhă⁵⁵ ʐoŋ³¹  | 0030.28	tʂhă⁵⁵ʐoŋ³¹	ʈʂʰ ă ⁵⁵ + ʐ o ŋ ³¹		Huang1992,Matisoff2015	
3368	Atsi	zaiw1240	the river	666	vui⁵¹ mo⁵⁵  | 0030.30	vui⁵¹mo⁵⁵	v u i ⁵¹ + m o ⁵⁵	water mo-suffix	Huang1992,Matisoff2015	
3370	Bola	pela1242	the river	666	ɣəi⁵⁵ lɔ̃⁵⁵  | 0030.32	ɣəi⁵⁵lɔ̃⁵⁵	ɣ ə i ⁵⁵ + l ɔ̃ ∼ ⁵⁵	water long-thing	Huang1992,Matisoff2015	
3373	Lashi	lash1242	the river	666	kjei⁵³ məŋ³³  | 0030.33	kjei⁵³məŋ³³	k j e i ⁵³ + m ə ŋ ³³	river	Huang1992,Matisoff2015	
3374	Maru	maru1249	the river	666	ɣək³¹ lɔ̃³¹  | 0030.31	ɣək³¹lɔ̃³¹	ɣ ə k ³¹ + l ɔ̃ ∼ ³¹	water long-thing	Huang1992,Matisoff2015	
7472	Old_Burmese	oldb1235	to hear	1408		krāḥ	k r a ⁵⁵	hear	Okell1971,Luce1985,Nishi1999	
7474	Old_Burmese	oldb1235	to hide (conceal)	602		pho₁k	pʰ o k		Okell1971,Luce1985,Nishi1999	
7476	Old_Burmese	oldb1235	to hold	1448		ko₂ṅ	k ʊ ŋ		Okell1971,Luce1985,Nishi1999	
7479	Old_Burmese	oldb1235	to kill	1417		sat	s a t		Okell1971,Luce1985,Nishi1999	
5343	Rangoon	nucl1310	the river	666		mjiʔ⁴	m j i ʔ ⁴		Huang1992,Matisoff2015	
1537	Lashi	lash1242	four	1500	mei³³  | 0800.33	mei³³	m e i ³³	four	Huang1992,Matisoff2015	
7485	Old_Burmese	oldb1235	to laugh	1355		ray	r a j		Okell1971,Luce1985,Nishi1999	
3390	Atsi	zaiw1240	the road	667	khjo⁵¹  | 0038.30	khjo⁵¹	kʰ j o ⁵¹	road	Huang1992,Matisoff2015	
3392	Bola	pela1242	the road	667	khja⁵⁵  | 0038.32	khja⁵⁵	kʰ j a ⁵⁵	road	Huang1992,Matisoff2015	
7489	Old_Burmese	oldb1235	to lick	319		lyak	l j a k		Okell1971,Luce1985,Nishi1999	
3394	Lashi	lash1242	the road	667	khjo³³  | 0038.33	khjo³³	kʰ j o ³³		Huang1992,Matisoff2015	
7491	Old_Burmese	oldb1235	to lie down	215		lai	l aj		Okell1971,Luce1985,Nishi1999	
3397	Xiandao	xian1249	the road	667	chɔ⁵⁵ mɔ³¹  | 0038.29	chɔ⁵⁵mɔ³¹	cʰ ɔ ⁵⁵ + m ɔ ³¹	road mo-suffix	Huang1992,Matisoff2015	
7497	Old_Burmese	oldb1235	to pull	1455		cho₁y	tsʰ o j		Okell1971,Luce1985,Nishi1999	
7499	Old_Burmese	oldb1235	to push	1452		to₁nḥ	t o n ⁵⁵		Okell1971,Luce1985,Nishi1999	
3404	Atsi	zaiw1240	the root	670	a²¹ pu̱n⁵¹  | 0375.30	a²¹pu̱n⁵¹	a ²¹ + p ṵ n ⁵¹	a-prefix root	Huang1992,Matisoff2015	
3298	Achang_Longchuan	long1373	to reside (live)	1099	ȵɔʔ⁵⁵  | 1452.28	ȵɔʔ⁵⁵	nʲ ɔ ʔ ⁵⁵	stay-live	Huang1992,Matisoff2015	
3406	Bola	pela1242	the root	670	sak⁵⁵ kji³¹  | 0375.32	sak⁵⁵kji³¹	s a k ⁵⁵ + k j i ³¹	tree foot	Huang1992,Matisoff2015	
7503	Old_Burmese	oldb1235	to push	1452		nhip	n̥ i p		Okell1971,Luce1985,Nishi1999	
7505	Old_Burmese	oldb1235	to reside (live)	1099		niy	n i j	reside	Okell1971,Luce1985,Nishi1999	
3410	Maru	maru1249	the root	670	pa̱n³¹  | 0375.31	pa̱n³¹	p a̰ n ³¹		Huang1992,Matisoff2015	
3412	Xiandao	xian1249	the root	670	mɛt⁵⁵  | 0375.29	mɛt⁵⁵	m ɛ t ⁵⁵	root	Huang1992,Matisoff2015	
7509	Old_Burmese	oldb1235	to scratch	1436		phyo₂k	pʰ j ʊ k		Okell1971,Luce1985,Nishi1999	
7511	Old_Burmese	oldb1235	to see	1409		mraṅ	m r a ŋ		Okell1971,Luce1985,Nishi1999	
3416	Achang_Longchuan	long1373	the rope	1218	toi³¹  | 0619.28	toi³¹	t o i ³¹	rope-tie	Huang1992,Matisoff2015	
3300	Atsi	zaiw1240	to reside (live)	1099	ŋji⁵¹  | 1452.30	ŋji⁵¹	ŋ j i ⁵¹	reside	Huang1992,Matisoff2015	
3419	Atsi	zaiw1240	the rope	1218	tu̱i²¹  | 0619.30	tu̱i²¹	t ṵ i ²¹	rope-tie	Huang1992,Matisoff2015	
3421	Bola	pela1242	the rope	1218	tu̱i³⁵  | 0619.32	tu̱i³⁵	t ṵ i ³⁵	rope	Huang1992,Matisoff2015	
7519	Old_Burmese	oldb1235	to smell (perceive odor) [transitive]	1586		mhuyḥ	m̥ u j ⁵⁵	fragrant-smell	Okell1971,Luce1985,Nishi1999	
3424	Lashi	lash1242	the rope	1218	tə̱⁵⁵  | 0619.33	tə̱⁵⁵	t ə̰ ⁵⁵	rope-tie	Huang1992,Matisoff2015	
3425	Maru	maru1249	the rope	1218	tɔ̱i³⁵  | 0619.31	tɔ̱i³⁵	t ɔ̰ i ³⁵	rope-tie	Huang1992,Matisoff2015	
3427	Xiandao	xian1249	the rope	1218	tui³¹  | 0619.29	tui³¹	t u i ³¹	rope-tie	Huang1992,Matisoff2015	
7525	Old_Burmese	oldb1235	to steal	713		khuiwḥ	kʰ ə w ⁵⁵	steal	Okell1971,Luce1985,Nishi1999	
7527	Old_Burmese	oldb1235	to think (reflect)	1415		tuyḥ	t u j ⁵⁵		Okell1971,Luce1985,Nishi1999	
7530	Old_Burmese	oldb1235	to vomit	1278		an	a n		Okell1971,Luce1985,Nishi1999	
7399	Old_Burmese	oldb1235	the sun	1343		niy	n i j	sun	Okell1971,Luce1985,Nishi1999	
7533	Old_Burmese	oldb1235	to walk	1443		lhyo₂k	l̥ j ʊ k		Okell1971,Luce1985,Nishi1999	
7535	Old_Burmese	oldb1235	to wipe	1454		sut	s u t		Okell1971,Luce1985,Nishi1999	
7539	Old_Burmese	oldb1235	twenty	1710		nhac◦chay	n̥ a ts + tsʰ a j	two ten	Okell1971,Luce1985,Nishi1999	
7541	Old_Burmese	oldb1235	two	1498		nhac	n̥ a ts	two	Okell1971,Luce1985,Nishi1999	
7401	Old_Burmese	oldb1235	the tail	1220		mrīḥ	m r i ⁵⁵		Okell1971,Luce1985,Nishi1999	
7545	Old_Burmese	oldb1235	white	1335		phlū	pʰ l u ²²		Okell1971,Luce1985,Nishi1999	
7547	Old_Burmese	oldb1235	who	1235		sū	s u ²²		Okell1971,Luce1985,Nishi1999	
7549	Old_Burmese	oldb1235	yellow	1424		vā	w a ²²		Okell1971,Luce1985,Nishi1999	
