ID,Language_ID,Parameter_ID,Form,Segments,Comment,Source,form_in_source
1998,atsi,615,mjaŋ²¹,m j a ŋ ²¹,,,
1999,bola,615,mjɔ̃³¹,m j ɔ̃ ∼ ³¹,,,
2002,lashi,615,mjaŋ³³,m j a ŋ ³³,,,
2003,maru,615,mjɔ̃³⁵,m j ɔ̃ ∼ ³⁵,,,
1017,maru,1401,ʃauk⁵⁵,ʃ a u k ⁵⁵,,,
2010,achanglongchuan,1252,in⁵⁵,i n ⁵⁵,,,
2012,atsi,1252,ju̱m⁵¹,j ṵ m ⁵¹,,,
2013,bola,1252,ja̱m⁵⁵,j a̰ m ⁵⁵,,,
2016,lashi,1252,jɔ̱m³³,j ɔ̰ m ³³,,,
2017,maru,1252,ja̱m³¹,j a̰ m ³¹,,,
2018,xiandao,1252,in⁵⁵,i n ⁵⁵,,,
3067,xiandao,1413,tsɛʔ⁵⁵,ts ɛ ʔ ⁵⁵,,,
6123,xiandao,1357,ji³¹ɲɔ³¹ʦɔ³¹,j i ³¹ + ɲ ɔ ³¹ + ts ɔ ³¹,,,
6124,rangoon,1486,sɑiʔ⁴,s ɑ i ʔ ⁴,,,
6125,bola,763,ʃă³⁵ka̱uʔ⁵⁵,ʃ ă ³⁵ + k a̰ u ʔ ⁵⁵,,,
6126,lashi,1854,tʃo³¹kʰjaŋ⁵³,tʃ o ³¹ + kʰ j a ŋ ⁵³,,,
6127,bola,1482,laʔ³¹sɛ̃⁵⁵,l a ʔ ³¹ + s ɛ̃ ∼ ⁵⁵,,,
6128,achanglongchuan,1395,lum³¹,l u m ³¹,,,
6129,lashi,232,kʰuk⁵⁵le̱i⁵⁵,kʰ u k ⁵⁵ + l ḛ i ⁵⁵,,,
6130,maru,609,lak³¹ɣu³¹,l a k ³¹ + ɣ u ³¹,,,
6131,bola,688,ʦɔ̱t⁵⁵,ts ɔ̰ t ⁵⁵,,,
6132,lashi,1509,kja̱ŋ³³,k j a̰ ŋ ³³,,,
6133,lashi,843,laʔ³¹kaŋ³³,l a ʔ ³¹ + k a ŋ ³³,,,
6134,lashi,2350,vuʔ³¹ti³¹,v u ʔ ³¹ + t i ³¹,,,
6135,achanglongchuan,2376,xaŋ³¹,x a ŋ ³¹,,,
6136,atsi,1093,kuŋ²¹kuŋ⁵¹,k u ŋ ²¹ + k u ŋ ⁵¹,,,
6137,atsi,1019,loʔ²¹jo⁵¹,l o ʔ ²¹ + j o ⁵¹,,,
6138,atsi,2194,xi⁵⁵,x i ⁵⁵,,,
6140,lashi,1420,ŋaːu³¹,ŋ aː u ³¹,,,
6141,xiandao,152,chi⁵⁵,cʰ i ⁵⁵,,,
6142,achanglongchuan,706,ɕin⁵⁵,ɕ i n ⁵⁵,,,
6143,xiandao,1733,l̥ɿ⁵⁵ɲ̊ɔʔ⁵⁵l̥aŋ³¹kam⁵⁵,l̥ ɿ ⁵⁵ + ɲ̊ ɔ ʔ ⁵⁵ + l̥ a ŋ ³¹ + k a m ⁵⁵,,,
6144,achanglongchuan,672,nɔʔ⁵⁵,n ɔ ʔ ⁵⁵,,,
6145,achanglongchuan,477,l̥ɔ³¹,l̥ ɔ ³¹,,,
2050,atsi,1634,ʃo⁵¹,ʃ o ⁵¹,,,
6147,xiandao,1331,paʔ³¹,p a ʔ ³¹,,,
6148,achanglongchuan,1150,mau³¹ʐau³¹,m a u ³¹ + ʐ a u ³¹,,,
6151,achanglongchuan,1733,xɔŋ⁵¹ȵin³¹nam³¹,x ɔ ŋ ⁵¹ + nʲ i n ³¹ + n a m ³¹,,,
6152,achanglongchuan,609,l̥i³¹ʐo⁵⁵,l̥ i ³¹ + ʐ o ⁵⁵,,,
6153,achanglongchuan,2034,ŋ̊an⁵⁵,ŋ̊ a n ⁵⁵,,,
6154,xiandao,487,ɲɔʔ⁵⁵sɔʔ⁵⁵,ɲ ɔ ʔ ⁵⁵ + s ɔ ʔ ⁵⁵,,,
6155,bola,1150,mau³¹mjaŋ⁵⁵,m a u ³¹ + m j a ŋ ⁵⁵,,,
6156,achanglongchuan,1884,kʐak⁵⁵,k ʐ a k ⁵⁵,,,
6157,atsi,1283,kʰĕ⁵⁵ŋji⁵⁵,kʰ ĕ ⁵⁵ + ŋ j i ⁵⁵,,,
6158,atsi,1174,a²¹ŋji⁵⁵nap²¹,a ²¹ + ŋ j i ⁵⁵ + n a p ²¹,,,
6159,atsi,1329,naʔ²¹ma⁵⁵,n a ʔ ²¹ + m a ⁵⁵,,,
6160,maru,262,jɔ̃³⁵,j ɔ̃ ∼ ³⁵,,,
6161,maru,1509,kjɔ̱̃³¹,k j ɔ̰̃ ∼ ³¹,,,
6162,lashi,1077,su̱ŋ³³so̱³³,s ṵ ŋ ³³ + s o̰ ³³,,,
7161,oldburmese,1198,myāḥ,m j a ⁵⁵,,,
6164,atsi,1339,nap²¹kjo̱⁵⁵,n a p ²¹ + k j o̰ ⁵⁵,,,
6165,atsi,12,ŋji⁵⁵kuŋ⁵¹tu̱²¹,ŋ j i ⁵⁵ + k u ŋ ⁵¹ + t ṵ ²¹,,,
6166,maru,843,pʰjɔ̆³¹kɔ̃³⁵,pʰ j ɔ̆ ³¹ + k ɔ̃ ∼ ³⁵,,,
2071,xiandao,1435,ʂɔ³¹pɤk⁵⁵,ʂ ɔ ³¹ + p ɤ k ⁵⁵,,,
6169,lashi,1733,sə̱ŋ⁵⁵jaŋ³³jɔ³¹kan³³,s ə̰ ŋ ⁵⁵ + j a ŋ ³³ + j ɔ ³¹ + k a n ³³,,,
2075,achanglongchuan,1200,ȵi³¹ŋau⁵⁵,nʲ i ³¹ + ŋ a u ⁵⁵,,,
6172,achanglongchuan,1286,pu⁵⁵,p u ⁵⁵,,,
2077,atsi,1200,laŋ⁵¹,l a ŋ ⁵¹,,,
6174,xiandao,321,mam³¹,m a m ³¹,,,
6175,xiandao,2139,kʐoʔ⁵⁵,k ʐ o ʔ ⁵⁵,,,
2081,lashi,1200,laŋ³¹,l a ŋ ³¹,,,
6178,xiandao,522,pum⁵⁵fui³¹,p u m ⁵⁵ + f u i ³¹,,,
6179,bola,1357,ta³¹,t a ³¹,,,
6180,achanglongchuan,1091,xɔ³¹,x ɔ ³¹,looks like bitter to me,,
6181,atsi,1486,xo²¹,x o ²¹,,,
6182,maru,10,tʰɔ̃³⁵,tʰ ɔ̃ ∼ ³⁵,,,
6183,xiandao,1854,ŋɔʔ⁵⁵,ŋ ɔ ʔ ⁵⁵,,,
6185,achanglongchuan,2139,kʐoʔ⁵⁵,k ʐ o ʔ ⁵⁵,,,
6187,rangoon,1209,ŋɑ²²,ŋ ɑ ²²,,,
2092,atsi,617,ŋa̱n⁵¹thuŋ²¹,ŋ a̰ n ⁵¹ + tʰ u ŋ ²¹,,,
6189,achanglongchuan,478,ȵ̥ot⁵⁵tuŋ⁵⁵,n̥ʲ o t ⁵⁵ + t u ŋ ⁵⁵,,,
6190,xiandao,232,fu³¹lai³¹,f u ³¹ + l a i ³¹,,,
6191,xiandao,267,ʂan³¹u³¹,ʂ a n ³¹ + u ³¹,,,
6192,achanglongchuan,1482,xuŋ³¹pau³¹,x u ŋ ³¹ + p a u ³¹,,,
6193,achanglongchuan,1886,kă³¹liŋ³⁵ʈʂʰuaʔ⁵⁵,k ă ³¹ + l i ŋ ³⁵ + ʈʂʰ u a ʔ ⁵⁵,,,
6194,xiandao,843,koŋ³¹kau⁵⁵,k o ŋ ³¹ + k a u ⁵⁵,,,
6195,maru,2376,pji̱³¹,p j ḭ ³¹,,,
6196,xiandao,2350,ta⁵⁵,t a ⁵⁵,,,
6197,xiandao,1420,ŋau⁵⁵,ŋ a u ⁵⁵,,,
6198,achanglongchuan,800,ʨʰi⁵⁵san⁵⁵,tɕʰ i ⁵⁵ + s a n ⁵⁵,,,
6199,bola,152,kʰji⁵⁵saŋ³⁵,kʰ j i ⁵⁵ + s a ŋ ³⁵,,,
6201,maru,706,nɔʔ³¹,n ɔ ʔ ³¹,,,
6202,maru,672,nɔʔ⁵⁵,n ɔ ʔ ⁵⁵,,,
6203,maru,477,kjam³¹,k j a m ³¹,,,
6205,bola,1502,jɔ̃⁵⁵,j ɔ̃ ∼ ⁵⁵,"Borrowing from Chinese, @lingulist",,
6206,lashi,267,ʃɛ̱n⁵⁵u⁵³,ʃ ɛ̰ n ⁵⁵ + u ⁵³,,,
6207,maru,1150,muk⁵⁵kum³¹,m u k ⁵⁵ + k u m ³¹,,,
6208,achanglongchuan,763,a³¹ʐɿ⁵⁵,a ³¹ + ʐ ɿ ⁵⁵,,,
6209,maru,1733,ɣɔʔ³¹kaŋ³⁵saŋ³¹ŋjɔ̃³¹,ɣ ɔ ʔ ³¹ + k a ŋ ³⁵ + s a ŋ ³¹ + ŋ j ɔ̃ ∼ ³¹,,,
6210,maru,1884,ɣɔ̃³¹,ɣ ɔ̃ ∼ ³¹,,,
6211,maru,2034,ŋa̱ŋ³¹,ŋ a̰ ŋ ³¹,,,
6212,maru,1977,ŋa̱ŋ³¹,ŋ a̰ ŋ ³¹,,,
6213,rangoon,262,tθu²²,tθ u ²²,,,
6214,atsi,477,tʰaŋ⁵¹kjo⁵⁵,tʰ a ŋ ⁵¹ + k j o ⁵⁵,,,
6215,maru,762,və̆³¹kauŋ³⁵,v ə̆ ³¹ + k a u ŋ ³⁵,,,
6216,bola,846,la³¹,l a ³¹,,,
6217,achanglongchuan,688,a³¹ʨʰot⁵³,a ³¹ + tɕʰ o t ⁵³,,,
6219,maru,1207,ŋai³¹,ŋ a i ³¹,,,
6220,maru,1286,lauŋ³¹,l a u ŋ ³¹,,,
6222,rangoon,1395,wɑ̃i⁵⁵,w ɑ̃ i ∼ ⁵⁵,,,
6223,lashi,10,tʰaŋ⁵⁵,tʰ a ŋ ⁵⁵,,,
6224,rangoon,1331,tθo⁵⁵,tθ o ⁵⁵,,,
6225,maru,640,mjik³¹ʦa̱i³⁵,m j i k ³¹ + ts a̰ i ³⁵,,,
6226,bola,2139,ɣɔʔ³¹naʔ³¹,ɣ ɔ ʔ ³¹ + n a ʔ ³¹,,,
6227,rangoon,1150,mo⁵⁵ʨʰẽ⁵⁵,m o ⁵⁵ + tɕʰ ẽ ∼ ⁵⁵,,,
6228,xiandao,1286,pu⁵⁵,p u ⁵⁵,,,
6229,rangoon,1733,tθɛʔ⁴tɑ̃⁵³,tθ ɛ ʔ ⁴ + t ɑ̃ ∼ ⁵³,,,
6231,rangoon,609,mo⁵⁵tθi⁵⁵,m o ⁵⁵ + tθ i ⁵⁵,,,
6232,maru,1091,kʰɔ³⁵,kʰ ɔ ³⁵,looks like bitter to me,,
6233,rangoon,1977,n̥ɪ̃⁵⁵,n̥ ɪ̃ ∼ ⁵⁵,,,
6235,bola,1854,tʃə̆ʔ³¹kʰjɔ̃³⁵,tʃ ə̆ ʔ ³¹ + kʰ j ɔ̃ ∼ ³⁵,,,
6236,maru,1422,tɔi³¹kau³⁵,t ɔ i ³¹ + k a u ³⁵,,,
6237,rangoon,706,m̥ɑ̃u²²,m̥ ɑ̃ u ∼ ²²,,,
6238,achanglongchuan,522,pum⁵⁵xui³¹,p u m ⁵⁵ + x u i ³¹,,,
6239,rangoon,672,sɔ⁵⁵,s ɔ ⁵⁵,,,
6240,rangoon,477,nɑuʔ⁴ʨɑ⁵³,n ɑ u ʔ ⁴ + tɕ ɑ ⁵³,,,
5136,maru,962,mji³⁵ɤɛ³⁵,m j i ³⁵ + ɤ ɛ ³⁵,,,
6243,bola,232,kʰə̆³¹lu̱i³⁵,kʰ ə̆ ³¹ + l ṵ i ³⁵,,,
6244,atsi,640,kə̱⁵⁵na̱²¹,k ə̰ ⁵⁵ + n a̰ ²¹,,,
6245,bola,267,ʃɔn³⁵u̱³⁵,ʃ ɔ n ³⁵ + ṵ ³⁵,,,
6246,rangoon,640,ɕũ⁵³,ɕ ũ ∼ ⁵³,,,
6247,bola,1509,kjɔ̱̃⁵⁵,k j ɔ̰̃ ∼ ⁵⁵,,,
6248,bola,843,pʰi³¹kɔ̃³¹,pʰ i ³¹ + k ɔ̃ ∼ ³¹,,,
6249,bola,2350,vaʔ³¹tai⁵⁵,v a ʔ ³¹ + t a i ⁵⁵,,,
6250,maru,1482,lɔʔ³¹saŋ³¹,l ɔ ʔ ³¹ + s a ŋ ³¹,,,
6251,bola,522,mjaŋ⁵⁵kʰui³⁵,m j a ŋ ⁵⁵ + kʰ u i ³⁵,,,
6252,lashi,1295,ka̱n⁵⁵taŋ³³,k a̰ n ⁵⁵ + t a ŋ ³³,,,
6253,maru,800,tɔ̃⁵⁵puk⁵⁵,t ɔ̃ ∼ ⁵⁵ + p u k ⁵⁵,,,
6254,maru,1301,kʰjik³¹,kʰ j i k ³¹,,,
6256,achanglongchuan,1357,ʦaŋ³¹ʑi³¹,ts a ŋ ³¹ + ʑ i ³¹,,,
6257,maru,1357,ʦo,ts o,,,
6258,atsi,762,ʃiŋ²¹ka̱n²¹,ʃ i ŋ ²¹ + k a̰ n ²¹,,,
6259,atsi,1209,ŋo⁵¹,ŋ o ⁵¹,,,
6260,rangoon,1207,nu⁵³,n u ⁵³,,,
6261,rangoon,1207,pjo²²,p j o ²²,,,
6262,atsi,1884,tʰan⁵¹,tʰ a n ⁵¹,,,
6263,maru,763,ʃɔ̆³⁵jam⁵⁵,ʃ ɔ̆ ³⁵ + j a m ⁵⁵,,,
6264,atsi,262,ja̱ŋ²¹,j a̰ ŋ ²¹,,,
6266,rangoon,478,n̥oʔ⁴kʰɑ̃⁵⁵,n̥ o ʔ ⁴ + kʰ ɑ̃ ∼ ⁵⁵,,,
6268,achanglongchuan,1977,ʦhe³¹,tsʰ e ³¹,,,
6269,rangoon,1482,pɑ⁵³kʰõ⁵⁵,p ɑ ⁵³ + kʰ õ ∼ ⁵⁵,,,
6270,rangoon,1886,ʨʰɑ̃i⁵⁵,tɕʰ ɑ̃ i ∼ ⁵⁵,,,
6271,lashi,341,ʃə̱m³³ŋu̱i⁵⁵,ʃ ə̰ m ³³ + ŋ ṵ i ⁵⁵,,,
6272,lashi,1486,ʃɔː⁵⁵,ʃ ɔː ⁵⁵,,,
6273,rangoon,1091,ŋɑ̃²²,ŋ ɑ̃ ∼ ²²,,,
6274,bola,1077,mɛ³¹ja⁵¹,m ɛ ³¹ + j a ⁵¹,,,
6275,bola,932,mɛ³¹ja⁵¹,m ɛ ³¹ + j a ⁵¹,,,
6276,rangoon,800,pɑ̃u²²,p ɑ̃ u ∼ ²²,,,
6277,maru,688,ʦa̱t⁵⁵,ts a̰ t ⁵⁵,,,
6278,rangoon,1301,ʨʰe²²tʰɑuʔ⁴,tɕʰ e ²² + tʰ ɑ u ʔ ⁴,,,
6279,rangoon,1422,ɑ⁵³ɕĩ²²,ɑ ⁵³ + ɕ ĩ ∼ ²²,,,
2184,achanglongchuan,1417,sat⁵⁵,s a t ⁵⁵,bad concept,,
6281,xiandao,10,tʰɔŋ³¹,tʰ ɔ ŋ ³¹,,,
6282,achanglongchuan,152,ʨʰi⁵⁵xo⁵⁵,tɕʰ i ⁵⁵ + x o ⁵⁵,,,
2187,atsi,1417,sat²¹,s a t ²¹,bad concept,,
6285,rangoon,763,ɑ⁵³tθɑ⁵⁵ɑ⁵³je²²,ɑ ⁵³ + tθ ɑ ⁵⁵ + ɑ ⁵³ + j e ²²,,,
6286,atsi,932,mə⁵⁵ja²¹sat⁵⁵,m ə ⁵⁵ + j a ²¹ + s a t ⁵⁵,,,
6287,achanglongchuan,1331,paʔ⁵⁵,p a ʔ ⁵⁵,,,
6288,achanglongchuan,1502,paʔ⁵⁵,p a ʔ ⁵⁵,,,
2194,xiandao,1417,sat⁵⁵phut⁵⁵,s a t ⁵⁵ + pʰ u t ⁵⁵,bad concept,,
6291,atsi,1395,liŋ⁵⁵,l i ŋ ⁵⁵,,,
6292,atsi,1150,mau²¹mjiŋ⁵¹,m a u ²¹ + m j i ŋ ⁵¹,,,
6293,lashi,640,tʰɔm⁵⁵pɔp³¹,tʰ ɔ m ⁵⁵ + p ɔ p ³¹,,,
6294,atsi,1733,voʔ²¹kan²¹ʃiŋ⁵⁵jaŋ²¹,v o ʔ ²¹ + k a n ²¹ + ʃ i ŋ ⁵⁵ + j a ŋ ²¹,,,
6295,rangoon,688,a⁵³shoʔ⁴,a ⁵³ + sʰ o ʔ ⁴,,,
2200,atsi,1371,khji⁵¹phut⁵⁵,kʰ j i ⁵¹ + pʰ u t ⁵⁵,,,
6297,atsi,2034,ŋa̱n⁵¹pʰju⁵¹,ŋ a̰ n ⁵¹ + pʰ j u ⁵¹,,,
6298,atsi,1977,ŋa̱n⁵¹,ŋ a̰ n ⁵¹,,,
4463,xiandao,1415,tak⁵⁵,t a k ⁵⁵,,,
6300,bola,1420,ŋau⁵⁵,ŋ a u ⁵⁵,,,
2205,lashi,1371,pɔ̱t⁵³luʔ³¹,p ɔ̰ t ⁵³ + l u ʔ ³¹,,,
6302,bola,2376,pi̱⁵⁵,p ḭ ⁵⁵,,,
2207,maru,1371,pa̱t⁵⁵lauk³¹,p a̰ t ⁵⁵ + l a u k ³¹,,,
6304,atsi,706,noʔ²¹,n o ʔ ²¹,,,
2209,xiandao,1371,phɔʔ³¹tʂhɯk⁵⁵,pʰ ɔ ʔ ³¹ + ʈʂʰ ɯ k ⁵⁵,,,
6307,atsi,672,noʔ²¹,n o ʔ ²¹,,,
6308,xiandao,1295,tam⁵⁵,t a m ⁵⁵,,,
6314,lashi,1093,a³¹kuŋ³¹,a ³¹ + k u ŋ ³¹,,,
6315,lashi,1093,a³¹kjo³³,a ³¹ + k j o ³³,,,
6316,achanglongchuan,487,ȵɔʔ³¹sɔʔ⁵⁵,nʲ ɔ ʔ ³¹ + s ɔ ʔ ⁵⁵,,,
6317,maru,1339,nɛʔ³¹sum³¹,n ɛ ʔ ³¹ + s u m ³¹,,,
6318,lashi,1019,lɔʔ³¹jo³¹,l ɔ ʔ ³¹ + j o ³¹,,,
3101,atsi,1455,ʃe⁵¹,ʃ e ⁵¹,,,
6320,maru,1357,mji³⁵ɣɛ³⁵ʦɔ³⁵,m j i ³⁵ + ɣ ɛ ³⁵ + ts ɔ ³⁵,,,
4984,achanglongchuan,1237,xoi⁵⁵thɔʔ⁵⁵,x o i ⁵⁵ + tʰ ɔ ʔ ⁵⁵,,,
6322,lashi,1606,a³³kʰou³³,a ³³ + kʰ o u ³³,,,
6323,bola,2034,ŋɛ̱̃⁵⁵,ŋ ɛ̰̃ ∼ ⁵⁵,,,
6324,atsi,1741,tʰoʔ⁵⁵mai²¹,tʰ o ʔ ⁵⁵ + m a i ²¹,,,
6325,achanglongchuan,1854,ʦi⁵⁵ʈʂuak⁵⁵,ts i ⁵⁵ + ʈʂ u a k ⁵⁵,,,
6326,atsi,1485,o̱⁵¹mai²¹,o̰ ⁵¹ + m a i ²¹,,,
6327,xiandao,1486,sɔ³¹,s ɔ ³¹,,,
2232,atsi,624,noŋ⁵⁵,n o ŋ ⁵⁵,,,
6516,bola,1174,a³¹ŋji³⁵nɛʔ³¹,a ³¹ + ŋ j i ³⁵ + n ɛ ʔ ³¹,,,
2234,bola,624,nɔ̱ŋ⁵⁵,n ɔ̰ ŋ ⁵⁵,,,
3103,lashi,1455,ʃɛ̱³³,ʃ ɛ̰ ³³,,,
6332,xiandao,341,ʐɯt⁵⁵mɔ³¹,ʐ ɯ t ⁵⁵ + m ɔ ³¹,,,
6333,lashi,1283,kʰə̆⁵⁵ŋjei⁵⁵,kʰ ə̆ ⁵⁵ + ŋ j e i ⁵⁵,,,
2393,achanglongchuan,1052,ʑaŋ⁵⁵,ʑ a ŋ ⁵⁵,,,
6335,achanglongchuan,267,ʂan³¹uʔ³¹,ʂ a n ³¹ + u ʔ ³¹,,,
6336,atsi,1207,a²¹sak²¹ti̱ʔ⁵⁵,a ²¹ + s a k ²¹ + t ḭ ʔ ⁵⁵,means 'small in age',,
6337,lashi,1329,nap³¹jɔ³¹ŋjei⁵⁵,n a p ³¹ + j ɔ ³¹ + ŋ j e i ⁵⁵,,,
6338,achanglongchuan,1509,pʰɔp⁵⁵,pʰ ɔ p ⁵⁵,,,
2197,achanglongchuan,1371,tɕhi⁵⁵ȵɔʔ⁵⁵,tɕʰ i ⁵⁵ + nʲ ɔ ʔ ⁵⁵,,,
6340,achanglongchuan,232,l̥i³¹,l̥ i ³¹,,,
6341,atsi,478,nu̱t⁵⁵ku̱ʔ⁵⁵,n ṵ t ⁵⁵ + k ṵ ʔ ⁵⁵,,,
6342,lashi,12,ŋjei⁵⁵kuŋ³¹,ŋ j e i ⁵⁵ + k u ŋ ³¹,,,
6343,lashi,1174,a³¹ŋjei⁵⁵nap³¹,a ³¹ + ŋ j e i ⁵⁵ + n a p ³¹,,,
6344,atsi,1482,koʔ²¹san⁵¹,k o ʔ ²¹ + s a n ⁵¹,,,
6345,atsi,1886,kă²¹tʃo̱k⁵⁵kʰoŋ²¹,k ă ²¹ + tʃ o̰ k ⁵⁵ + kʰ o ŋ ²¹,,,
6346,bola,10,tʰɔ̃³⁵,tʰ ɔ̃ ∼ ³⁵,,,
2423,atsi,1224,siŋ²¹,s i ŋ ²¹,,,
6348,maru,1209,ŋɔ³¹,ŋ ɔ ³¹,,,
6350,atsi,800,ta̱ŋ²¹pau⁵⁵,t a̰ ŋ ²¹ + p a u ⁵⁵,,,
6351,maru,1331,tʃhat⁵⁵pɛ̱ʔ⁵⁵,tʃʰ a t ⁵⁵ + p ɛ̰ ʔ ⁵⁵,,,
6352,maru,1502,tʃhat⁵⁵pɛ̱ʔ⁵⁵,tʃʰ a t ⁵⁵ + p ɛ̰ ʔ ⁵⁵,,,
6353,atsi,1422,tui⁵¹e⁵⁵,t u i ⁵¹ e ⁵⁵,,,
2258,lashi,1355,jiː³¹,j iː ³¹,,,
2261,maru,1355,ɣə³¹,ɣ ə ³¹,,,
6361,rangoon,1019,ȵɑ²²,nʲ ɑ ²²,,,
6362,atsi,1286,ŋje⁵⁵,ŋ j e ⁵⁵,,,
6363,atsi,763,ʃŏ²¹ku̱ʔ⁵⁵,ʃ ŏ ²¹ + k ṵ ʔ ⁵⁵,,,
2268,atsi,2250,a²¹xaʔ⁵⁵,a ²¹ + x a ʔ ⁵⁵,,,
2426,bola,1224,saŋ³⁵,s a ŋ ³⁵,,,
6367,maru,478,na̱t⁵⁵ka̱uk⁵⁵,n a̰ t ⁵⁵ + k a̰ u k ⁵⁵,,,
2272,lashi,2250,a³¹fu̱ʔ⁵⁵,a ³¹ + f ṵ ʔ ⁵⁵,,,
2273,maru,2250,phɔʔ⁵⁵,pʰ ɔ ʔ ⁵⁵,,,
6371,maru,846,lɔ³⁵,l ɔ ³⁵,,,
6372,rangoon,152,kʰwɑ²²,kʰ w ɑ ²²,,,
6375,rangoon,1884,mɑ²²,m ɑ ²²,,,
6376,atsi,688,ʦu̱t⁵⁵,ts ṵ t ⁵⁵,,,
6377,achanglongchuan,1420,ŋau⁵⁵,ŋ a u ⁵⁵,,,
6379,rangoon,1502,sheʔ⁴,sʰ e ʔ ⁴,,,
6380,bola,1295,və̆⁵⁵sɛ³¹,v ə̆ ⁵⁵ + s ɛ ³¹,,,
6381,bola,1606,a³¹kʰau⁵⁵,a ³¹ + kʰ a u ⁵⁵,,,
6382,maru,522,mjaŋ³¹◦kʰa³⁵,m j a ŋ ³¹ + kʰ a ³⁵,,,
5668,rangoon,1394,ɑ⁵³jo⁵⁵,ɑ ⁵³ + j o ⁵⁵,,,
6386,xiandao,1093,a³¹koŋ⁵⁵,a ³¹ + k o ŋ ⁵⁵,,,
6387,xiandao,1019,lɔʔ⁵⁵jɔ⁵⁵,l ɔ ʔ ⁵⁵ + j ɔ ⁵⁵,,,
6388,xiandao,2194,ɲɔʔ⁵⁵sai³⁵,ɲ ɔ ʔ ⁵⁵ + s a i ³⁵,,,
6389,lashi,152,kʰjei³³səŋ⁵⁵,kʰ j e i ³³ + s ə ŋ ⁵⁵,,,
6390,xiandao,762,a³¹noʔ⁵⁵,a ³¹ + n o ʔ ⁵⁵,,,
6391,xiandao,1606,a³¹xau⁵⁵,a ³¹ + x a u ⁵⁵,,,
6392,atsi,609,lik²¹vo⁵¹,l i k ²¹ + v o ⁵¹,,,
6394,maru,1886,lɔʔ³¹tʃhɛʔ⁵⁵,l ɔ ʔ ³¹ + tʃʰ ɛ ʔ ⁵⁵,,,
2299,achanglongchuan,244,lɔʔ³¹nam³¹pa³¹,l ɔ ʔ ³¹ + n a m ³¹ + p a ³¹,,,
6396,maru,321,vɔ³⁵,v ɔ ³⁵,,,
2301,atsi,244,loʔ³¹pa̱i²¹,l o ʔ ²¹ + p a̰ i ²¹,,,
2303,bola,244,laʔ³¹ka̱uŋ³⁵,l a ʔ ³¹ + k a̰ u ŋ ³⁵,,,
6400,atsi,1295,nĕ²¹se²¹,n ĕ ²¹ + s e ²¹,,,
6401,maru,267,ʃiŋ³⁵a̱u⁵⁵,ʃ i ŋ ³⁵ + a̰ u ⁵⁵,,,
6402,xiandao,846,lɔ̆³¹mɔ³¹mut³⁵,l ɔ̆ ³¹ + m ɔ ³¹ + m u t ³⁵,,,
2307,lashi,244,lɔʔ³¹pe̱i⁵⁵,l ɔ ʔ ³¹ + p ḛ i ⁵⁵,,,
2308,maru,244,lɔʔ³¹ka̱uŋ³⁵,l ɔ ʔ ³¹ + k a̰ u ŋ ³⁵,,,
6405,maru,152,kʰjuk⁵⁵saŋ³⁵,kʰ j u k ⁵⁵ + s a ŋ ³⁵,,,
2310,xiandao,244,lɔʔ⁵⁵xa⁵⁵,l ɔ ʔ ⁵⁵ + x a ⁵⁵,,,
6407,rangoon,2139,ʨwɛʔ⁴,tɕ w ɛ ʔ ⁴,,,
6408,rangoon,522,wũ²²pu⁵³lwe²²,w ũ ∼ ²² + p u ⁵³ + l w e ²²,,,
6409,rangoon,1312,mje²²kʰwe⁵⁵,m j e ²² + kʰ w e ⁵⁵,,,
6410,xiandao,1339,nap⁵⁵mɔ⁵¹,n a p ⁵⁵ + m ɔ ⁵¹,,,
6411,xiandao,12,cɔ⁵⁵cɔ³¹jɔʔ³⁵,c ɔ ⁵⁵ + c ɔ ³¹ + j ɔ ʔ ³⁵,,,
6412,atsi,1091,i²¹tʃum²¹kʰo²¹,i ²¹ + tʃ u m ²¹ + kʰ o ²¹,,,
6413,rangoon,1854,sɑ²²,s ɑ ²²,,,
6414,rangoon,1741,ɑ⁵³tʰɛʔ,ɑ ⁵³ + tʰ ɛ ʔ,,,
6415,atsi,1357,mji²¹ve²¹ʦo²¹,m j i ²¹ + v e ²¹ + ts o ²¹,,,
6416,rangoon,232,ɬe⁵⁵,ɬ e ⁵⁵,,,
6417,rangoon,267,tθɑ̃⁵⁵u⁵³,tθ ɑ̃ ∼ ⁵⁵ + u ⁵³,,,
6418,maru,1420,ŋuk³¹,ŋ u k ³¹,,,
6419,rangoon,843,pĩ⁵³ku²²,p ĩ ∼ ⁵³ + k u ²²,,,
6420,achanglongchuan,1301,ʨʰi⁵⁵,tɕʰ i ⁵⁵,,,
6421,rangoon,2350,ti²²,t i ²²,,,
6424,achanglongchuan,640,ȵ̥on⁵⁵pen³¹,n̥ʲ o n ⁵⁵ + p e n ³¹,,,
2436,xiandao,1224,a³¹ʂɯŋ³¹,a ³¹ + ʂ ɯ ŋ ³¹,,,
6427,bola,1093,a³¹kauŋ³¹,a ³¹ + k a u ŋ ³¹,,,
6428,achanglongchuan,10,tʰuaŋ³¹,tʰ u a ŋ ³¹,,,
6429,atsi,1301,kʰji⁵¹,kʰ j i ⁵¹,,,
6430,bola,706,naʔ³¹,n a ʔ ³¹,,,
6431,xiandao,1174,n³¹m̥an³⁵,n ³¹ + m̥ a n ³⁵,,,
6432,lashi,1209,ŋo³¹,ŋ o ³¹,,,
